Manufacturer,Lens Family,Focal Length,Speed,Close Focus,Mount,Coverage,Image Circle,Anamorphic Squeeze,Outer Diameter,Filter Thread,Weight,Lens Type,Notes,Lens Specialty,photo,description,Hybrid
Arri,Signature Prime,29mm,T1.8,"14""",LPL,Full Frame,,1x,114mm,N/A,4.0lbs,Prime,"<p><a href=""/lens?family=Signature%20Prime"">More Info</a></p>",,"https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/b288feea-fd33-43b1-abc0-54ccd134af4c/5S5A3221+copy.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/4b4372a8-8572-4713-9eb6-c228a28c8710/5S5A3256+copy.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/35fa3d0f-c740-42a2-9f8d-14ed8085f171/5S5A9485Edit+copy+2.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/0131f05d-dbb0-41dc-b27c-532cd383fda8/5S5A3229+copy.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/e85b12ac-53a5-47ab-8897-9f88107fc399/5S5A9476Edit+copy+2.jpg?content-type=image%2Fjpeg","ARRI Signature Primes are state-of-the-art cine lenses designed for the LPL mount, offering exceptional image quality optimized for large-format sensors. With a modern optical design, they deliver stunning sharpness, smooth focus falloff, and natural skin tones, all while maintaining a cinematic, organic look. Lightweight and robust, Signature Primes combine technical precision with artistic character for today’s most demanding productions.",
Arri,Signature Prime,35mm,T1.8,"14""",LPL,Full Frame,,1x,114mm,N/A,4.0lbs,Prime,"<p><a href=""/lens?family=Signature%20Prime"">More Info</a></p>",,"https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/b288feea-fd33-43b1-abc0-54ccd134af4c/5S5A3221+copy.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/4b4372a8-8572-4713-9eb6-c228a28c8710/5S5A3256+copy.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/35fa3d0f-c740-42a2-9f8d-14ed8085f171/5S5A9485Edit+copy+2.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/0131f05d-dbb0-41dc-b27c-532cd383fda8/5S5A3229+copy.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/e85b12ac-53a5-47ab-8897-9f88107fc399/5S5A9476Edit+copy+2.jpg?content-type=image%2Fjpeg","ARRI Signature Primes are state-of-the-art cine lenses designed for the LPL mount, offering exceptional image quality optimized for large-format sensors. With a modern optical design, they deliver stunning sharpness, smooth focus falloff, and natural skin tones, all while maintaining a cinematic, organic look. Lightweight and robust, Signature Primes combine technical precision with artistic character for today’s most demanding productions.",
Arri,Signature Prime,47mm,T1.8,"18""",LPL,Full Frame,,1x,114mm,N/A,4.0lbs,Prime,"<p><a href=""/lens?family=Signature%20Prime"">More Info</a></p>",,"https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/b288feea-fd33-43b1-abc0-54ccd134af4c/5S5A3221+copy.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/4b4372a8-8572-4713-9eb6-c228a28c8710/5S5A3256+copy.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/35fa3d0f-c740-42a2-9f8d-14ed8085f171/5S5A9485Edit+copy+2.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/0131f05d-dbb0-41dc-b27c-532cd383fda8/5S5A3229+copy.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/e85b12ac-53a5-47ab-8897-9f88107fc399/5S5A9476Edit+copy+2.jpg?content-type=image%2Fjpeg","ARRI Signature Primes are state-of-the-art cine lenses designed for the LPL mount, offering exceptional image quality optimized for large-format sensors. With a modern optical design, they deliver stunning sharpness, smooth focus falloff, and natural skin tones, all while maintaining a cinematic, organic look. Lightweight and robust, Signature Primes combine technical precision with artistic character for today’s most demanding productions.",
Arri,Signature Prime,58mm,T1.8,"18""",LPL,Full Frame,,1x,114mm,N/A,4.2lbs,Prime,"<p><a href=""/lens?family=Signature%20Prime"">More Info</a></p>",,"https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/b288feea-fd33-43b1-abc0-54ccd134af4c/5S5A3221+copy.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/4b4372a8-8572-4713-9eb6-c228a28c8710/5S5A3256+copy.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/35fa3d0f-c740-42a2-9f8d-14ed8085f171/5S5A9485Edit+copy+2.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/0131f05d-dbb0-41dc-b27c-532cd383fda8/5S5A3229+copy.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/e85b12ac-53a5-47ab-8897-9f88107fc399/5S5A9476Edit+copy+2.jpg?content-type=image%2Fjpeg","ARRI Signature Primes are state-of-the-art cine lenses designed for the LPL mount, offering exceptional image quality optimized for large-format sensors. With a modern optical design, they deliver stunning sharpness, smooth focus falloff, and natural skin tones, all while maintaining a cinematic, organic look. Lightweight and robust, Signature Primes combine technical precision with artistic character for today’s most demanding productions.",
Arri,Signature Prime,75mm,T1.8,"26""",LPL,Full Frame,,1x,114mm,N/A,4.2lbs,Prime,"<p><a href=""/lens?family=Signature%20Prime"">More Info</a></p>",,"https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/b288feea-fd33-43b1-abc0-54ccd134af4c/5S5A3221+copy.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/4b4372a8-8572-4713-9eb6-c228a28c8710/5S5A3256+copy.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/35fa3d0f-c740-42a2-9f8d-14ed8085f171/5S5A9485Edit+copy+2.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/0131f05d-dbb0-41dc-b27c-532cd383fda8/5S5A3229+copy.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/e85b12ac-53a5-47ab-8897-9f88107fc399/5S5A9476Edit+copy+2.jpg?content-type=image%2Fjpeg","ARRI Signature Primes are state-of-the-art cine lenses designed for the LPL mount, offering exceptional image quality optimized for large-format sensors. With a modern optical design, they deliver stunning sharpness, smooth focus falloff, and natural skin tones, all while maintaining a cinematic, organic look. Lightweight and robust, Signature Primes combine technical precision with artistic character for today’s most demanding productions.",
Arri,Signature Prime,95mm,T1.8,"2'9""",LPL,Full Frame,,1x,114mm,N/A,4.2lbs,Prime,"<p><a href=""/lens?family=Signature%20Prime"">More Info</a></p>",,"https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/b288feea-fd33-43b1-abc0-54ccd134af4c/5S5A3221+copy.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/4b4372a8-8572-4713-9eb6-c228a28c8710/5S5A3256+copy.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/35fa3d0f-c740-42a2-9f8d-14ed8085f171/5S5A9485Edit+copy+2.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/0131f05d-dbb0-41dc-b27c-532cd383fda8/5S5A3229+copy.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/e85b12ac-53a5-47ab-8897-9f88107fc399/5S5A9476Edit+copy+2.jpg?content-type=image%2Fjpeg","ARRI Signature Primes are state-of-the-art cine lenses designed for the LPL mount, offering exceptional image quality optimized for large-format sensors. With a modern optical design, they deliver stunning sharpness, smooth focus falloff, and natural skin tones, all while maintaining a cinematic, organic look. Lightweight and robust, Signature Primes combine technical precision with artistic character for today’s most demanding productions.",
Arri,Signature Prime,125mm,T1.8,"3'4""",LPL,Full Frame,,1x,114mm,N/A,5.1lbs,Prime,"<p><a href=""/lens?family=Signature%20Prime"">More Info</a></p>",,"https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/b288feea-fd33-43b1-abc0-54ccd134af4c/5S5A3221+copy.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/4b4372a8-8572-4713-9eb6-c228a28c8710/5S5A3256+copy.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/35fa3d0f-c740-42a2-9f8d-14ed8085f171/5S5A9485Edit+copy+2.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/0131f05d-dbb0-41dc-b27c-532cd383fda8/5S5A3229+copy.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/e85b12ac-53a5-47ab-8897-9f88107fc399/5S5A9476Edit+copy+2.jpg?content-type=image%2Fjpeg","ARRI Signature Primes are state-of-the-art cine lenses designed for the LPL mount, offering exceptional image quality optimized for large-format sensors. With a modern optical design, they deliver stunning sharpness, smooth focus falloff, and natural skin tones, all while maintaining a cinematic, organic look. Lightweight and robust, Signature Primes combine technical precision with artistic character for today’s most demanding productions.",
Arri,Signature Zoom,45-135mm,T2.8,"3'4""",LPL,Full Frame,,1x,114mm,N/A,8.25lbs,Zoom,"<p><a href=""/lens?family=Signature%20Zoom"">More Info</a></p>",,"https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/0e0d1806-74a2-46bd-9763-2be693a57911/sigzoom2+2-1.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/027cd5a1-ae19-4e90-b41e-84680cba2708/Arri+Signature+zoom+2-1.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/8b9e2cc5-1e4b-459c-922b-7976af898060/5S5A7821Edit+copy+2.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/21a9f1a9-9229-4ea4-a082-402b3d2d2a93/5S5A7765Edit+copy+2.jpg?content-type=image%2Fjpeg","ARRI Signature Zooms are premium large-format cine zoom lenses built for the LPL mount, delivering unmatched optical performance and seamless integration with Signature Primes. Designed with the same modern imaging standards, they offer consistent sharpness, minimal breathing, and beautiful bokeh across the entire zoom range. Lightweight, fast, and color-matched, Signature Zooms provide the flexibility of a zoom with the look and quality of a prime.",
Arri,Macro,16mm,T2.1,"6""",PL,Super 35,,1x,80mm,N/A,2.5lbs,Prime,"Macro <p><a href=""/lens?family=Macro"">More Info</a></p>
",Yes,"https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/49d572e7-8769-4521-b7b3-361ab07dc995/5S5A4814+copy.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/d54dd7c2-e82d-4f69-98bc-6dbb4c61d498/5S5A4850+copy.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/e5c4a14a-6f5a-4dcd-bcab-7cebdae208fc/5S5A4834+copy.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/f7b87f5d-a7a9-4f7b-a047-7ffb96ea87d1/5S5A4825+copy.jpg?content-type=image%2Fjpeg","ARRI Macros are high-quality macro lenses featuring a PL mount, designed to deliver exceptional close-up performance with an auto-compensating iris that maintains consistent exposure throughout focusing. They provide sharp, detailed imagery with minimal distortion and smooth focus transitions, enabling filmmakers to capture intricate details with cinematic clarity. ",
Arri,Macro,24mm,T2.1,"8""",PL,Super 35,,1x,80mm,N/A,1.8lbs,Prime,"Macro <p><a href=""/lens?family=Macro"">More Info</a></p>
",Yes,"https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/49d572e7-8769-4521-b7b3-361ab07dc995/5S5A4814+copy.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/d54dd7c2-e82d-4f69-98bc-6dbb4c61d498/5S5A4850+copy.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/e5c4a14a-6f5a-4dcd-bcab-7cebdae208fc/5S5A4834+copy.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/f7b87f5d-a7a9-4f7b-a047-7ffb96ea87d1/5S5A4825+copy.jpg?content-type=image%2Fjpeg","ARRI Macros are high-quality macro lenses featuring a PL mount, designed to deliver exceptional close-up performance with an auto-compensating iris that maintains consistent exposure throughout focusing. They provide sharp, detailed imagery with minimal distortion and smooth focus transitions, enabling filmmakers to capture intricate details with cinematic clarity. ",
Arri,Macro,32mm,T2.1,"9""",PL,Super 35,,1x,80mm,N/A,1.6lbs,Prime,"Macro <p><a href=""/lens?family=Macro"">More Info</a></p>
",Yes,"https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/49d572e7-8769-4521-b7b3-361ab07dc995/5S5A4814+copy.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/d54dd7c2-e82d-4f69-98bc-6dbb4c61d498/5S5A4850+copy.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/e5c4a14a-6f5a-4dcd-bcab-7cebdae208fc/5S5A4834+copy.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/f7b87f5d-a7a9-4f7b-a047-7ffb96ea87d1/5S5A4825+copy.jpg?content-type=image%2Fjpeg","ARRI Macros are high-quality macro lenses featuring a PL mount, designed to deliver exceptional close-up performance with an auto-compensating iris that maintains consistent exposure throughout focusing. They provide sharp, detailed imagery with minimal distortion and smooth focus transitions, enabling filmmakers to capture intricate details with cinematic clarity. ",
Arri,Macro,40mm,T2.1,"10""",PL,Super 35,,1x,80mm,N/A,1.6lbs,Prime,"Macro <p><a href=""/lens?family=Macro"">More Info</a></p>
",Yes,"https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/49d572e7-8769-4521-b7b3-361ab07dc995/5S5A4814+copy.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/d54dd7c2-e82d-4f69-98bc-6dbb4c61d498/5S5A4850+copy.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/e5c4a14a-6f5a-4dcd-bcab-7cebdae208fc/5S5A4834+copy.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/f7b87f5d-a7a9-4f7b-a047-7ffb96ea87d1/5S5A4825+copy.jpg?content-type=image%2Fjpeg","ARRI Macros are high-quality macro lenses featuring a PL mount, designed to deliver exceptional close-up performance with an auto-compensating iris that maintains consistent exposure throughout focusing. They provide sharp, detailed imagery with minimal distortion and smooth focus transitions, enabling filmmakers to capture intricate details with cinematic clarity. ",
Arri,Macro,50mm,T2.9,"1'6""",PL,Super 35,,1x,80mm,N/A,3lbs,Prime,"Macro (Covers Full Frame 2' and closer) <p><a href=""/lens?family=Macro"">More Info</a></p>",Yes,"https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/49d572e7-8769-4521-b7b3-361ab07dc995/5S5A4814+copy.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/d54dd7c2-e82d-4f69-98bc-6dbb4c61d498/5S5A4850+copy.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/e5c4a14a-6f5a-4dcd-bcab-7cebdae208fc/5S5A4834+copy.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/f7b87f5d-a7a9-4f7b-a047-7ffb96ea87d1/5S5A4825+copy.jpg?content-type=image%2Fjpeg","ARRI Macros are high-quality macro lenses featuring a PL mount, designed to deliver exceptional close-up performance with an auto-compensating iris that maintains consistent exposure throughout focusing. They provide sharp, detailed imagery with minimal distortion and smooth focus transitions, enabling filmmakers to capture intricate details with cinematic clarity. ",
Arri,Macro,100mm,T3,"1'2""",PL,Full Frame,,1x,80mm,N/A,3.5lbs,Prime,"Macro (Covers Full Frame) <p><a href=""/lens?family=Macro"">More Info</a></p>
",Yes,"https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/49d572e7-8769-4521-b7b3-361ab07dc995/5S5A4814+copy.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/d54dd7c2-e82d-4f69-98bc-6dbb4c61d498/5S5A4850+copy.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/e5c4a14a-6f5a-4dcd-bcab-7cebdae208fc/5S5A4834+copy.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/f7b87f5d-a7a9-4f7b-a047-7ffb96ea87d1/5S5A4825+copy.jpg?content-type=image%2Fjpeg","ARRI Macros are high-quality macro lenses featuring a PL mount, designed to deliver exceptional close-up performance with an auto-compensating iris that maintains consistent exposure throughout focusing. They provide sharp, detailed imagery with minimal distortion and smooth focus transitions, enabling filmmakers to capture intricate details with cinematic clarity. ",
Arri,Macro,200mm,T4.3,"1'11""",PL,Full Frame,,1x,114mm,N/A,4lbs,Prime,"Macro (Covers Full Frame) <p><a href=""/lens?family=Macro"">More Info</a></p>
",Yes,"https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/49d572e7-8769-4521-b7b3-361ab07dc995/5S5A4814+copy.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/d54dd7c2-e82d-4f69-98bc-6dbb4c61d498/5S5A4850+copy.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/e5c4a14a-6f5a-4dcd-bcab-7cebdae208fc/5S5A4834+copy.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/f7b87f5d-a7a9-4f7b-a047-7ffb96ea87d1/5S5A4825+copy.jpg?content-type=image%2Fjpeg","ARRI Macros are high-quality macro lenses featuring a PL mount, designed to deliver exceptional close-up performance with an auto-compensating iris that maintains consistent exposure throughout focusing. They provide sharp, detailed imagery with minimal distortion and smooth focus transitions, enabling filmmakers to capture intricate details with cinematic clarity. ",
